patch_id,keypoints
21,"138.00,140.00;136.00,124.00"
22,"112.00,149.00;133.00,175.00;123.00,152.00;134.00,155.00;143.00,151.00;123.00,167.00;133.00,169.00;142.00,166.00"
27,"151.00,147.00"
8,"55.00,94.00;69.00,89.00;68.00,100.00"
14,"97.00,97.00;84.00,89.00;83.00,100.00"
26,"153.00,97.00;165.00,89.00;179.00,89.00;180.00,99.00;166.00,99.00"
32,"191.00,93.00"
16,"87.00,173.00;107.00,170.00"
28,"166.00,170.00;154.00,168.00;154.00,181.00"
20,"132.00,93.00;133.00,108.00"
23,"143.00,187.00;133.00,188.00"
