patch_id,keypoints
21,"116.00,130.00;139.00,143.00;116.00,116.00;127.00,145.00"
15,"94.00,142.00;105.00,145.00"
8,"46.00,94.00;59.00,89.00;73.00,88.00;73.00,96.00;59.00,96.00"
14,"88.00,94.00"
20,"147.00,95.00;117.00,88.00;116.00,102.00"
32,"189.00,95.00"
16,"75.00,169.00;90.00,162.00;106.00,158.00"
28,"160.00,170.00"
22,"117.00,169.00;116.00,148.00;117.00,161.00;127.00,158.00;143.00,162.00;144.00,184.00"
26,"161.00,90.00;175.00,91.00;175.00,98.00;161.00,97.00"
23,"128.00,189.00;117.00,190.00"
