patch_id,keypoints
14,"77.00,106.00;86.00,79.00;81.00,92.00"
9,"66.00,127.00;73.00,130.00"
15,"102.00,129.00;81.00,132.00;91.00,131.00"
1,"32.00,72.00"
8,"69.00,74.00;56.00,76.00;42.00,76.00"
20,"127.00,74.00;141.00,77.00"
25,"169.00,73.00;155.00,65.00"
10,"54.00,169.00;60.00,156.00;72.00,149.00"
22,"121.00,172.00"
16,"81.00,162.00;81.00,152.00;91.00,150.00;106.00,157.00;106.00,180.00;91.00,184.00;80.00,184.00"
13,"90.00,65.00"
7,"43.00,64.00;57.00,64.00"
19,"140.00,64.00"
26,"156.00,77.00"
