patch_id,keypoints
21,"120.00,120.00;142.00,131.00;119.00,137.00;131.00,134.00;118.00,147.00;132.00,144.00"
15,"94.00,131.00;107.00,134.00;104.00,144.00"
8,"44.00,81.00;59.00,74.00;73.00,85.00;58.00,85.00"
14,"89.00,84.00;74.00,74.00"
20,"145.00,85.00;119.00,78.00;119.00,92.00;120.00,106.00"
32,"189.00,83.00"
10,"62.00,157.00"
28,"172.00,156.00;152.00,148.00;153.00,175.00"
22,"118.00,155.00;132.00,182.00;118.00,183.00"
26,"161.00,76.00;176.00,76.00;176.00,86.00;161.00,86.00"
16,"83.00,148.00"
