patch_id,keypoints
21,"112.00,137.00;134.00,147.00;112.00,120.00"
15,"90.00,146.00"
8,"44.00,89.00;56.00,83.00;71.00,83.00;70.00,94.00;55.00,94.00"
14,"84.00,91.00"
20,"142.00,91.00;113.00,85.00;113.00,103.00"
26,"183.00,88.00;155.00,81.00;170.00,81.00;171.00,93.00;155.00,93.00"
10,"67.00,173.00"
28,"156.00,173.00"
22,"111.00,177.00;112.00,152.00;123.00,149.00;111.00,170.00;123.00,168.00;139.00,170.00;139.00,182.00"
16,"100.00,149.00;83.00,170.00;99.00,168.00"
23,"123.00,186.00;111.00,187.00"
