patch_id,keypoints
21,"128.00,141.00;128.00,123.00"
16,"107.00,150.00;84.00,178.00;101.00,177.00"
22,"146.00,150.00;126.00,184.00;117.00,153.00;127.00,156.00;137.00,154.00;116.00,176.00;126.00,178.00;135.00,175.00"
8,"54.00,91.00;67.00,84.00;66.00,96.00"
14,"95.00,92.00;83.00,84.00;81.00,96.00"
26,"154.00,93.00;167.00,84.00;182.00,84.00;183.00,96.00;168.00,96.00"
32,"195.00,91.00"
28,"163.00,177.00;148.00,176.00"
20,"127.00,87.00;127.00,105.00"
29,"149.00,187.00"
23,"136.00,191.00;126.00,193.00"
