patch_id,keypoints
21,"118.00,142.00;116.00,125.00"
16,"96.00,151.00;107.00,153.00;90.00,170.00;105.00,168.00"
22,"136.00,151.00;116.00,177.00;117.00,155.00;127.00,153.00;116.00,170.00;129.00,168.00;143.00,170.00;143.00,183.00"
2,"36.00,94.00"
14,"82.00,97.00"
20,"142.00,98.00;114.00,93.00;114.00,109.00"
32,"187.00,94.00"
10,"72.00,176.00"
28,"158.00,175.00"
8,"50.00,86.00;68.00,87.00;67.00,101.00;50.00,100.00"
26,"157.00,87.00;174.00,87.00;175.00,101.00;158.00,101.00"
23,"128.00,186.00;116.00,187.00"
