patch_id,keypoints
22,"124.00,157.00;145.00,160.00;111.00,164.00;123.00,167.00;134.00,164.00;114.00,184.00;130.00,183.00"
16,"100.00,160.00"
8,"47.00,92.00;60.00,85.00;59.00,101.00"
14,"91.00,97.00;77.00,86.00;76.00,101.00"
26,"150.00,97.00;163.00,86.00;180.00,86.00;181.00,101.00;164.00,101.00"
32,"193.00,93.00"
17,"91.00,187.00;103.00,186.00"
29,"150.00,187.00"
23,"121.00,192.00;121.00,186.00;140.00,186.00;140.00,194.00;130.00,197.00;121.00,198.00"
20,"121.00,96.00"
21,"123.00,116.00;124.00,136.00"
