patch_id,keypoints
16,"85.00,152.00;93.00,173.00;76.00,156.00;88.00,162.00;102.00,156.00;80.00,166.00;93.00,169.00;108.00,167.00"
10,"66.00,151.00;51.00,164.00;64.00,165.00"
22,"114.00,152.00;129.00,166.00"
2,"32.00,96.00"
8,"69.00,99.00;44.00,91.00;58.00,92.00;57.00,101.00;42.00,101.00"
20,"123.00,100.00;135.00,93.00;137.00,103.00"
26,"161.00,99.00;149.00,93.00;150.00,103.00"
28,"151.00,166.00"
14,"90.00,98.00"
15,"89.00,116.00;87.00,134.00"
23,"132.00,189.00;111.00,198.00"
17,"94.00,199.00"
