patch_id,keypoints
16,"99.00,152.00;83.00,160.00;92.00,162.00;102.00,164.00;81.00,179.00;94.00,177.00;104.00,180.00"
22,"124.00,161.00;147.00,183.00;113.00,162.00;116.00,177.00;131.00,180.00"
2,"32.00,99.00"
14,"76.00,103.00;101.00,100.00"
20,"137.00,102.00"
26,"182.00,100.00;152.00,94.00;168.00,94.00;169.00,105.00;153.00,105.00"
10,"69.00,182.00"
17,"104.00,186.00;104.00,199.00"
15,"101.00,117.00;100.00,134.00"
8,"46.00,94.00;60.00,94.00;60.00,105.00;45.00,105.00"
23,"131.00,194.00;116.00,199.00"
