patch_id,keypoints
21,"145.00,139.00;118.00,147.00;142.00,121.00"
28,"158.00,148.00;171.00,173.00;150.00,152.00;148.00,171.00;159.00,172.00;160.00,183.00"
8,"60.00,89.00;73.00,93.00"
14,"101.00,90.00;74.00,83.00;88.00,83.00;87.00,93.00"
26,"157.00,92.00;170.00,85.00;184.00,86.00;184.00,96.00;170.00,95.00"
32,"195.00,92.00"
16,"90.00,173.00;110.00,173.00"
22,"138.00,179.00;129.00,151.00;141.00,154.00;127.00,171.00;138.00,174.00"
20,"137.00,90.00;140.00,106.00"
29,"149.00,188.00"
23,"138.00,189.00"
