patch_id,keypoints
15,"103.00,123.00;84.00,137.00;104.00,111.00;94.00,138.00;104.00,140.00"
21,"126.00,137.00;114.00,138.00"
8,"38.00,94.00;50.00,90.00;62.00,90.00;62.00,95.00;50.00,95.00"
14,"75.00,94.00;105.00,87.00;104.00,99.00"
20,"139.00,93.00"
26,"177.00,92.00;151.00,88.00;164.00,88.00;164.00,93.00;152.00,93.00"
10,"58.00,162.00"
28,"156.00,161.00"
16,"105.00,158.00;75.00,154.00;93.00,150.00;105.00,152.00"
22,"118.00,150.00;137.00,153.00;139.00,181.00"
23,"119.00,188.00"
17,"105.00,189.00"
