patch_id,keypoints
21,"116.00,137.00;138.00,146.00;114.00,121.00"
15,"90.00,145.00"
8,"40.00,86.00;54.00,81.00;69.00,82.00;69.00,92.00;52.00,92.00"
14,"82.00,89.00"
20,"143.00,90.00;114.00,87.00;114.00,104.00"
26,"184.00,88.00;157.00,82.00;173.00,83.00;173.00,94.00;158.00,94.00"
16,"74.00,173.00;102.00,149.00;90.00,168.00;104.00,166.00"
28,"154.00,174.00"
22,"114.00,174.00;114.00,152.00;127.00,149.00;114.00,168.00;126.00,165.00;141.00,168.00;141.00,182.00"
23,"127.00,187.00;114.00,188.00"
