patch_id,keypoints
15,"104.00,135.00;86.00,143.00;103.00,118.00"
21,"126.00,145.00"
2,"35.00,85.00"
14,"77.00,88.00;104.00,84.00;104.00,102.00"
20,"140.00,88.00"
26,"182.00,87.00;153.00,80.00;169.00,81.00;171.00,92.00;155.00,91.00"
10,"68.00,172.00"
28,"152.00,171.00"
16,"107.00,175.00;95.00,148.00;105.00,151.00;82.00,169.00;96.00,167.00;106.00,170.00"
22,"116.00,148.00;119.00,167.00;134.00,168.00;135.00,180.00"
8,"48.00,79.00;64.00,79.00;62.00,91.00;47.00,90.00"
23,"120.00,185.00"
17,"107.00,186.00"
