patch_id,keypoints
21,"114.00,139.00;114.00,124.00"
16,"93.00,150.00;104.00,153.00;89.00,172.00;105.00,169.00"
22,"140.00,148.00;119.00,177.00;117.00,155.00;129.00,152.00;118.00,170.00;130.00,167.00"
8,"48.00,97.00;60.00,91.00;60.00,101.00"
14,"88.00,99.00;75.00,90.00;74.00,101.00"
20,"142.00,98.00;113.00,94.00;113.00,110.00"
26,"183.00,94.00;155.00,90.00;170.00,89.00;171.00,99.00;156.00,99.00"
10,"69.00,175.00"
28,"169.00,171.00;148.00,168.00;151.00,182.00"
23,"134.00,188.00;121.00,190.00"
