patch_id,keypoints
22,"121.00,154.00;141.00,157.00;118.00,184.00;120.00,163.00;131.00,160.00;119.00,179.00;133.00,177.00"
16,"99.00,154.00;109.00,159.00;87.00,175.00;105.00,176.00"
8,"62.00,90.00;72.00,95.00"
14,"96.00,95.00;74.00,86.00;86.00,88.00;84.00,96.00"
26,"154.00,99.00;165.00,93.00;177.00,93.00;177.00,102.00;165.00,101.00"
32,"188.00,99.00"
10,"69.00,172.00"
28,"165.00,178.00;149.00,178.00"
20,"127.00,96.00"
21,"125.00,114.00;123.00,134.00"
29,"149.00,194.00"
23,"132.00,200.00;117.00,200.00"
