patch_id,keypoints
15,"107.00,133.00;86.00,145.00;107.00,117.00"
21,"129.00,146.00"
8,"37.00,89.00;52.00,84.00;67.00,84.00;65.00,94.00;50.00,93.00"
14,"80.00,92.00;108.00,87.00;108.00,102.00"
20,"141.00,94.00"
26,"183.00,93.00;155.00,87.00;170.00,88.00;170.00,97.00;156.00,97.00"
10,"67.00,171.00"
28,"153.00,174.00"
16,"108.00,176.00;97.00,148.00;107.00,151.00;82.00,169.00;97.00,168.00;108.00,171.00"
22,"119.00,149.00;119.00,168.00;135.00,170.00"
23,"136.00,186.00;120.00,191.00"
17,"108.00,191.00"
