patch_id,keypoints
21,"119.00,117.00;145.00,134.00;121.00,138.00;133.00,136.00"
15,"98.00,134.00;109.00,136.00"
8,"44.00,79.00;73.00,80.00;58.00,80.00"
14,"89.00,80.00"
26,"154.00,80.00;184.00,80.00;169.00,80.00"
32,"198.00,79.00"
10,"70.00,165.00"
28,"181.00,164.00;159.00,157.00;161.00,180.00"
22,"123.00,164.00;123.00,154.00;137.00,151.00"
19,"121.00,73.00"
20,"120.00,88.00;120.00,102.00"
7,"59.00,73.00;73.00,72.00"
25,"169.00,72.00;184.00,73.00"
16,"88.00,155.00;108.00,150.00"
23,"139.00,187.00;124.00,188.00"
