patch_id,keypoints
21,"119.00,139.00;118.00,121.00"
16,"98.00,151.00;75.00,178.00;108.00,154.00;92.00,175.00;108.00,171.00"
22,"141.00,151.00;120.00,182.00;120.00,157.00;130.00,154.00;120.00,174.00;131.00,171.00"
2,"36.00,89.00"
14,"83.00,92.00"
26,"150.00,90.00;165.00,78.00;182.00,76.00;167.00,92.00"
32,"197.00,82.00;185.00,90.00"
28,"167.00,177.00;148.00,174.00"
20,"116.00,88.00;117.00,105.00"
8,"50.00,81.00;67.00,81.00;67.00,96.00;49.00,96.00"
29,"150.00,191.00"
23,"133.00,197.00;120.00,198.00"
