patch_id,keypoints
22,"120.00,154.00;138.00,164.00;119.00,168.00;128.00,166.00"
16,"100.00,164.00;109.00,166.00"
8,"46.00,96.00;59.00,89.00;57.00,105.00"
14,"89.00,101.00;76.00,90.00;74.00,106.00"
26,"150.00,102.00;164.00,91.00;181.00,91.00;181.00,107.00;164.00,107.00"
32,"193.00,98.00"
17,"90.00,194.00;100.00,189.00"
23,"146.00,195.00;119.00,194.00;111.00,185.00;119.00,187.00;126.00,185.00;136.00,189.00;136.00,198.00;126.00,199.00;118.00,199.00"
20,"119.00,99.00"
21,"120.00,117.00;120.00,136.00"
