patch_id,keypoints
21,"118.00,134.00;141.00,142.00;118.00,116.00;130.00,145.00"
15,"96.00,141.00;106.00,145.00"
8,"45.00,83.00;59.00,78.00;73.00,88.00;58.00,88.00"
14,"88.00,85.00;74.00,77.00"
26,"149.00,85.00;163.00,77.00;178.00,77.00;179.00,88.00;164.00,87.00"
32,"191.00,83.00"
10,"71.00,166.00"
28,"163.00,167.00"
22,"118.00,169.00;118.00,148.00;118.00,163.00;129.00,161.00;146.00,163.00"
20,"118.00,81.00;118.00,99.00"
16,"88.00,163.00;106.00,161.00"
23,"147.00,185.00;130.00,193.00;117.00,194.00"
