patch_id,keypoints
15,"99.00,116.00;79.00,133.00;90.00,135.00;100.00,137.00"
21,"124.00,135.00;112.00,135.00"
2,"33.00,87.00"
14,"76.00,88.00;105.00,80.00;103.00,92.00;101.00,104.00"
20,"141.00,89.00"
32,"186.00,91.00"
10,"57.00,164.00"
28,"161.00,164.00"
16,"103.00,162.00;74.00,154.00;92.00,151.00;103.00,153.00"
8,"46.00,79.00;62.00,79.00;62.00,90.00;46.00,90.00"
26,"156.00,81.00;172.00,83.00;172.00,93.00;156.00,93.00"
22,"118.00,151.00;140.00,156.00;141.00,180.00"
23,"119.00,185.00"
17,"104.00,186.00"
