patch_id,keypoints
15,"93.00,129.00;77.00,142.00;95.00,114.00;86.00,145.00;95.00,147.00;106.00,146.00"
21,"117.00,144.00"
8,"39.00,94.00;51.00,85.00;67.00,85.00;66.00,99.00;50.00,99.00"
14,"79.00,95.00;101.00,88.00;99.00,102.00"
20,"136.00,95.00"
26,"179.00,94.00;150.00,84.00;166.00,85.00;167.00,99.00;151.00,99.00"
10,"63.00,178.00;73.00,169.00"
22,"137.00,180.00;120.00,171.00"
16,"94.00,174.00;85.00,165.00;94.00,167.00;104.00,166.00"
23,"120.00,188.00"
17,"104.00,190.00;93.00,190.00"
