patch_id,keypoints
16,"105.00,151.00;83.00,154.00;94.00,159.00;107.00,163.00;82.00,170.00;98.00,170.00"
22,"133.00,155.00;111.00,178.00;120.00,159.00;111.00,173.00;125.00,170.00;144.00,170.00"
2,"35.00,95.00"
14,"79.00,100.00;107.00,99.00"
20,"142.00,101.00"
32,"188.00,97.00"
10,"66.00,171.00"
28,"163.00,172.00"
15,"106.00,117.00;105.00,134.00"
8,"50.00,90.00;65.00,90.00;64.00,101.00;48.00,100.00"
26,"158.00,92.00;174.00,92.00;175.00,102.00;158.00,102.00"
23,"146.00,192.00;127.00,200.00;112.00,201.00"
