patch_id,keypoints
15,"107.00,144.00;108.00,127.00"
16,"89.00,152.00;109.00,181.00;98.00,154.00;108.00,156.00;87.00,174.00;100.00,172.00;109.00,175.00"
22,"130.00,152.00;119.00,154.00;118.00,172.00;133.00,175.00"
2,"36.00,89.00"
14,"80.00,94.00;109.00,92.00;109.00,110.00"
20,"142.00,94.00"
32,"186.00,87.00"
10,"73.00,175.00"
28,"150.00,175.00"
8,"50.00,83.00;68.00,84.00;66.00,97.00;49.00,96.00"
26,"156.00,84.00;173.00,82.00;175.00,94.00;159.00,96.00"
23,"134.00,187.00;119.00,192.00"
17,"109.00,193.00"
