patch_id,keypoints
21,"130.00,126.00;117.00,138.00;129.00,143.00;141.00,139.00"
15,"104.00,134.00"
27,"151.00,136.00"
8,"52.00,83.00;65.00,77.00;65.00,87.00"
14,"94.00,84.00;80.00,77.00;80.00,86.00"
26,"154.00,85.00;169.00,77.00;184.00,78.00;184.00,88.00;169.00,87.00"
32,"197.00,85.00"
10,"71.00,161.00"
28,"179.00,163.00;161.00,154.00;163.00,181.00"
22,"128.00,160.00;113.00,150.00;128.00,153.00;143.00,150.00"
20,"127.00,77.00;128.00,93.00;129.00,109.00"
16,"91.00,152.00"
23,"143.00,187.00;128.00,188.00"
