patch_id,keypoints
15,"101.00,144.00;102.00,127.00"
16,"85.00,150.00;106.00,179.00;94.00,154.00;103.00,157.00;84.00,173.00;96.00,172.00;106.00,175.00"
22,"125.00,151.00;114.00,154.00;116.00,173.00;132.00,174.00;134.00,184.00"
8,"40.00,92.00;50.00,86.00;64.00,88.00;63.00,98.00;49.00,98.00"
14,"78.00,96.00;105.00,93.00;104.00,110.00"
20,"137.00,96.00"
26,"177.00,94.00;149.00,88.00;164.00,88.00;165.00,99.00;151.00,99.00"
10,"69.00,171.00"
28,"153.00,173.00"
23,"117.00,189.00"
17,"106.00,190.00"
