patch_id,keypoints
21,"137.00,118.00;120.00,137.00;134.00,140.00;146.00,137.00"
15,"107.00,135.00"
27,"158.00,134.00"
8,"51.00,86.00;65.00,79.00;65.00,90.00"
14,"96.00,85.00;81.00,77.00;82.00,89.00"
26,"155.00,85.00;170.00,77.00;169.00,88.00"
32,"199.00,85.00;185.00,77.00;186.00,89.00"
16,"82.00,172.00;102.00,158.00"
28,"172.00,171.00;157.00,157.00"
22,"132.00,161.00;121.00,150.00;132.00,152.00;142.00,150.00"
20,"130.00,76.00;132.00,91.00;135.00,104.00"
29,"157.00,187.00"
23,"142.00,193.00;132.00,194.00"
