patch_id,keypoints
21,"126.00,118.00;146.00,135.00;116.00,136.00;126.00,138.00;136.00,136.00"
15,"105.00,136.00"
8,"38.00,84.00;52.00,75.00;70.00,74.00;70.00,91.00;51.00,91.00"
14,"86.00,87.00"
26,"149.00,86.00;183.00,90.00;165.00,90.00"
32,"196.00,82.00"
16,"83.00,168.00;100.00,160.00"
28,"167.00,168.00;151.00,160.00;153.00,182.00"
22,"127.00,164.00;117.00,154.00;126.00,156.00;135.00,154.00"
20,"121.00,80.00;121.00,93.00;124.00,105.00"
25,"163.00,73.00;181.00,73.00"
23,"138.00,186.00;128.00,186.00"
