patch_id,keypoints
21,"113.00,130.00;135.00,143.00;112.00,114.00;113.00,147.00;124.00,145.00"
15,"92.00,142.00;103.00,145.00"
8,"41.00,81.00;55.00,74.00;72.00,74.00;71.00,88.00;54.00,87.00"
14,"85.00,85.00"
20,"144.00,85.00;113.00,83.00;113.00,98.00"
32,"189.00,83.00"
10,"71.00,176.00"
28,"158.00,175.00"
22,"114.00,176.00;114.00,169.00;127.00,166.00;143.00,170.00;143.00,184.00"
26,"159.00,74.00;176.00,75.00;177.00,88.00;160.00,88.00"
16,"88.00,169.00;104.00,165.00"
23,"127.00,187.00;114.00,188.00"
