patch_id,keypoints
21,"135.00,145.00;133.00,127.00"
16,"103.00,152.00;95.00,171.00"
28,"154.00,151.00;170.00,170.00;155.00,170.00"
8,"54.00,91.00;68.00,87.00;67.00,95.00"
14,"96.00,94.00;83.00,87.00;82.00,95.00"
26,"153.00,95.00;167.00,88.00;181.00,88.00;182.00,96.00;167.00,96.00"
32,"194.00,92.00"
10,"73.00,172.00"
22,"128.00,177.00;117.00,155.00;131.00,159.00;143.00,155.00;114.00,170.00;128.00,172.00;140.00,169.00"
20,"131.00,91.00;132.00,110.00"
29,"156.00,190.00"
23,"141.00,198.00;128.00,200.00"
