patch_id,keypoints
21,"123.00,135.00;143.00,147.00;123.00,121.00"
15,"97.00,146.00"
8,"41.00,99.00;56.00,91.00;73.00,91.00;72.00,103.00;55.00,103.00"
14,"87.00,101.00"
26,"148.00,101.00;163.00,91.00;179.00,92.00;179.00,105.00;162.00,104.00"
32,"192.00,100.00"
10,"73.00,172.00"
28,"159.00,173.00"
22,"120.00,170.00;121.00,151.00;132.00,149.00;120.00,165.00;131.00,163.00;145.00,167.00"
20,"121.00,93.00;121.00,107.00"
16,"109.00,149.00;92.00,165.00;109.00,162.00"
23,"145.00,186.00;130.00,191.00;119.00,191.00"
