patch_id,keypoints
21,"147.00,129.00;119.00,141.00;144.00,114.00;131.00,144.00;143.00,147.00"
27,"163.00,141.00;153.00,144.00"
8,"64.00,91.00"
14,"104.00,92.00;77.00,85.00;91.00,84.00;91.00,93.00;77.00,93.00"
26,"163.00,92.00;176.00,85.00;177.00,93.00"
32,"201.00,91.00;189.00,85.00;190.00,93.00"
16,"93.00,170.00"
28,"177.00,169.00;152.00,161.00;165.00,164.00;165.00,177.00;153.00,180.00"
22,"141.00,170.00;114.00,164.00;130.00,161.00;141.00,163.00;142.00,181.00"
20,"139.00,87.00;142.00,101.00"
