patch_id,keypoints
15,"109.00,140.00;89.00,146.00;110.00,123.00"
21,"132.00,145.00"
8,"41.00,90.00;55.00,86.00;70.00,86.00;68.00,96.00;54.00,95.00"
14,"83.00,94.00;110.00,107.00"
20,"143.00,94.00;111.00,90.00"
26,"184.00,91.00;156.00,87.00;171.00,86.00;172.00,96.00;158.00,96.00"
10,"65.00,165.00"
28,"162.00,163.00"
22,"112.00,169.00;121.00,149.00;112.00,164.00;125.00,161.00;143.00,161.00;144.00,182.00"
16,"99.00,149.00;110.00,153.00;83.00,163.00;100.00,162.00"
23,"126.00,191.00;112.00,193.00"
