patch_id,keypoints
21,"130.00,131.00;129.00,116.00;117.00,146.00;138.00,146.00"
15,"107.00,143.00"
27,"148.00,143.00"
8,"50.00,87.00;64.00,81.00;63.00,93.00"
14,"94.00,89.00;80.00,81.00;79.00,93.00"
26,"152.00,90.00;166.00,82.00;181.00,82.00;182.00,94.00;167.00,94.00"
32,"194.00,89.00"
16,"86.00,173.00;103.00,167.00"
28,"163.00,173.00;150.00,167.00;150.00,182.00"
22,"127.00,174.00;128.00,149.00;117.00,164.00;127.00,166.00;137.00,164.00"
20,"126.00,85.00;128.00,101.00"
23,"137.00,186.00;127.00,187.00"
