patch_id,keypoints
21,"126.00,143.00;125.00,125.00"
16,"98.00,149.00;110.00,153.00;91.00,171.00;107.00,170.00"
22,"143.00,149.00;119.00,177.00;123.00,158.00;133.00,153.00;119.00,172.00;129.00,170.00;143.00,169.00;144.00,179.00"
8,"52.00,89.00;64.00,83.00;63.00,94.00"
14,"92.00,94.00;79.00,84.00;77.00,94.00"
20,"146.00,95.00;123.00,90.00;124.00,108.00"
32,"185.00,92.00"
10,"71.00,168.00"
28,"158.00,168.00"
26,"158.00,86.00;173.00,85.00;174.00,96.00;159.00,96.00"
23,"130.00,186.00;119.00,188.00"
