patch_id,keypoints
22,"128.00,151.00;119.00,162.00;130.00,164.00;141.00,160.00;124.00,184.00;139.00,183.00"
16,"109.00,158.00"
28,"150.00,156.00;164.00,181.00;151.00,183.00"
8,"60.00,100.00;72.00,94.00;72.00,104.00"
14,"98.00,99.00;86.00,93.00;86.00,103.00"
26,"154.00,97.00;165.00,90.00;179.00,90.00;180.00,100.00;166.00,100.00"
32,"190.00,95.00"
17,"101.00,186.00"
23,"132.00,190.00;114.00,186.00;132.00,185.00;141.00,193.00;133.00,194.00"
20,"124.00,97.00"
21,"125.00,114.00;126.00,133.00"
29,"152.00,189.00"
