patch_id,keypoints
21,"111.00,144.00;113.00,112.00;112.00,127.00"
16,"93.00,151.00;74.00,173.00;103.00,154.00;89.00,168.00;104.00,165.00"
22,"137.00,151.00;116.00,172.00;113.00,157.00;125.00,154.00;116.00,167.00;128.00,165.00;145.00,168.00"
8,"44.00,98.00;57.00,93.00;71.00,93.00;71.00,102.00;56.00,102.00"
14,"86.00,100.00"
20,"147.00,99.00;113.00,95.00"
32,"190.00,98.00"
28,"163.00,173.00"
26,"162.00,92.00;176.00,92.00;177.00,102.00;162.00,101.00"
23,"146.00,189.00;129.00,196.00;117.00,197.00"
