patch_id,keypoints
27,"181.00,123.00;148.00,138.00;160.00,139.00;172.00,141.00;180.00,139.00"
33,"187.00,136.00"
14,"78.00,85.00;92.00,78.00;106.00,78.00;106.00,89.00;91.00,89.00"
20,"120.00,86.00"
26,"172.00,87.00;161.00,82.00;167.00,95.00;174.00,109.00;183.00,78.00;184.00,90.00"
32,"206.00,84.00;196.00,79.00;197.00,89.00"
22,"120.00,173.00;142.00,164.00"
34,"194.00,170.00;188.00,162.00;189.00,180.00"
28,"170.00,168.00;160.00,159.00;171.00,161.00;180.00,158.00;180.00,183.00"
29,"171.00,185.00"
