patch_id,keypoints
21,"129.00,138.00;128.00,121.00"
16,"107.00,149.00;77.00,172.00;97.00,170.00"
22,"143.00,149.00;124.00,177.00;117.00,151.00;126.00,154.00;135.00,152.00;114.00,169.00;124.00,171.00;134.00,169.00;147.00,171.00;147.00,183.00"
8,"54.00,90.00;67.00,84.00;66.00,95.00"
14,"95.00,93.00;82.00,84.00;81.00,96.00"
26,"150.00,94.00;163.00,84.00;177.00,84.00;178.00,95.00;164.00,96.00"
32,"189.00,90.00"
28,"163.00,173.00"
20,"127.00,89.00;128.00,106.00"
23,"134.00,187.00;124.00,187.00"
