patch_id,keypoints
15,"101.00,137.00;82.00,146.00;101.00,120.00"
21,"124.00,147.00"
8,"38.00,88.00;50.00,81.00;65.00,81.00;65.00,92.00;50.00,93.00"
14,"78.00,90.00;103.00,88.00;102.00,104.00"
20,"137.00,90.00"
26,"178.00,88.00;150.00,81.00;165.00,81.00;166.00,92.00;151.00,92.00"
10,"65.00,172.00"
22,"144.00,173.00;113.00,148.00;114.00,163.00;129.00,167.00;129.00,182.00"
16,"103.00,172.00;92.00,149.00;102.00,151.00;78.00,166.00;93.00,163.00;103.00,166.00"
23,"114.00,186.00"
17,"102.00,187.00"
