patch_id,keypoints
15,"82.00,131.00;108.00,142.00;83.00,113.00;75.00,145.00;85.00,147.00;97.00,145.00"
9,"67.00,141.00"
2,"30.00,83.00"
8,"68.00,84.00;40.00,76.00;56.00,75.00;55.00,86.00;41.00,87.00"
20,"118.00,83.00;132.00,75.00;147.00,75.00;147.00,86.00;132.00,86.00"
26,"159.00,82.00"
10,"52.00,171.00;63.00,163.00"
22,"140.00,171.00;121.00,163.00"
16,"89.00,167.00;77.00,160.00;89.00,162.00;102.00,160.00"
14,"87.00,76.00;85.00,95.00"
23,"124.00,192.00"
17,"105.00,199.00;91.00,200.00"
