patch_id,keypoints
21,"141.00,141.00;140.00,123.00"
22,"113.00,148.00;137.00,180.00;126.00,152.00;139.00,155.00;124.00,169.00;137.00,173.00"
28,"162.00,149.00;180.00,177.00;151.00,152.00;149.00,170.00;165.00,173.00"
8,"60.00,93.00"
14,"103.00,93.00;75.00,88.00;89.00,87.00;89.00,96.00;74.00,96.00"
26,"165.00,95.00;180.00,89.00;180.00,97.00"
32,"206.00,96.00;194.00,90.00;194.00,99.00"
16,"86.00,174.00;106.00,171.00"
20,"139.00,89.00;139.00,107.00"
29,"164.00,187.00;149.00,190.00"
23,"136.00,191.00"
