patch_id,keypoints
21,"116.00,139.00;138.00,146.00;116.00,121.00"
15,"94.00,146.00"
8,"48.00,92.00;60.00,88.00;72.00,87.00;71.00,95.00;59.00,96.00"
14,"84.00,92.00"
20,"147.00,92.00;114.00,87.00;114.00,104.00"
26,"182.00,92.00;159.00,87.00;171.00,87.00;172.00,95.00;159.00,95.00"
10,"72.00,173.00"
28,"159.00,172.00"
22,"117.00,179.00;116.00,153.00;127.00,149.00;117.00,175.00;128.00,173.00;142.00,172.00"
16,"105.00,149.00;88.00,174.00;104.00,173.00"
23,"143.00,185.00;129.00,190.00;117.00,192.00"
