patch_id,keypoints
21,"121.00,137.00;121.00,121.00"
16,"99.00,148.00;75.00,172.00;110.00,151.00;94.00,170.00"
22,"145.00,148.00;121.00,179.00;121.00,153.00;133.00,151.00;111.00,168.00;121.00,170.00;132.00,168.00"
8,"49.00,89.00;63.00,84.00;62.00,94.00"
14,"91.00,93.00;78.00,84.00;77.00,94.00"
26,"152.00,93.00;165.00,85.00;180.00,84.00;181.00,94.00;166.00,95.00"
32,"194.00,90.00"
28,"169.00,173.00;149.00,170.00;150.00,184.00"
20,"121.00,89.00;121.00,105.00"
23,"133.00,188.00;121.00,189.00"
