patch_id,keypoints
21,"111.00,126.00;131.00,141.00;112.00,146.00;121.00,144.00"
15,"92.00,143.00;110.00,113.00;102.00,145.00"
2,"34.00,94.00"
14,"77.00,94.00;108.00,87.00;109.00,100.00"
20,"138.00,91.00"
26,"180.00,88.00;151.00,81.00;168.00,81.00;169.00,94.00;154.00,94.00"
10,"62.00,173.00"
28,"163.00,171.00"
22,"113.00,176.00;113.00,169.00;125.00,166.00;144.00,168.00;146.00,184.00"
8,"47.00,85.00;63.00,84.00;63.00,97.00;47.00,98.00"
16,"83.00,170.00;102.00,167.00"
23,"128.00,190.00;114.00,192.00"
