patch_id,keypoints
15,"108.00,121.00;90.00,140.00;100.00,142.00;110.00,143.00"
21,"131.00,140.00;120.00,141.00"
8,"37.00,96.00;50.00,87.00;65.00,87.00;66.00,98.00;50.00,99.00"
14,"79.00,95.00;110.00,85.00;110.00,97.00;109.00,110.00"
20,"144.00,95.00"
32,"186.00,95.00"
10,"67.00,173.00"
28,"159.00,173.00"
22,"111.00,166.00;111.00,158.00;123.00,156.00;141.00,162.00;142.00,184.00"
26,"157.00,86.00;173.00,87.00;173.00,98.00;158.00,97.00"
16,"84.00,162.00;101.00,156.00"
23,"125.00,188.00;111.00,189.00"
