patch_id,keypoints
21,"134.00,134.00;133.00,117.00;120.00,147.00;141.00,147.00"
15,"109.00,144.00"
27,"150.00,144.00"
8,"54.00,82.00;68.00,76.00;67.00,88.00"
14,"95.00,86.00;83.00,76.00;82.00,89.00"
26,"154.00,87.00;166.00,77.00;180.00,77.00;181.00,89.00;167.00,89.00"
32,"192.00,83.00"
16,"88.00,172.00;105.00,168.00"
28,"164.00,170.00;152.00,167.00;153.00,183.00"
22,"130.00,174.00;131.00,150.00;120.00,166.00;130.00,169.00;140.00,165.00"
20,"130.00,85.00;132.00,101.00"
23,"140.00,189.00;130.00,190.00"
