patch_id,keypoints
21,"128.00,118.00;146.00,133.00;114.00,135.00;126.00,137.00;136.00,135.00"
15,"104.00,134.00"
8,"44.00,85.00;59.00,79.00;73.00,88.00;58.00,88.00"
14,"87.00,85.00;74.00,78.00"
26,"152.00,85.00;165.00,78.00;180.00,79.00;180.00,88.00;165.00,88.00"
32,"193.00,85.00"
16,"74.00,164.00;93.00,155.00"
28,"172.00,161.00;155.00,153.00;157.00,180.00"
22,"126.00,158.00;113.00,150.00;126.00,152.00;138.00,149.00"
20,"121.00,76.00;124.00,90.00;126.00,104.00"
23,"140.00,186.00;127.00,188.00"
