patch_id,keypoints
21,"137.00,134.00;135.00,119.00"
15,"110.00,146.00"
27,"153.00,146.00"
8,"51.00,95.00;65.00,88.00;65.00,97.00"
14,"94.00,95.00;81.00,87.00;80.00,97.00"
26,"157.00,96.00;172.00,88.00;172.00,98.00"
32,"197.00,94.00;186.00,88.00;187.00,98.00"
16,"74.00,171.00;96.00,166.00"
28,"171.00,172.00;157.00,167.00"
22,"130.00,172.00;121.00,148.00;134.00,150.00;144.00,148.00;117.00,164.00;130.00,166.00;142.00,164.00"
20,"132.00,90.00;133.00,105.00"
29,"157.00,189.00"
23,"141.00,194.00;128.00,195.00"
