patch_id,keypoints
28,"150.00,159.00;167.00,157.00;175.00,174.00;158.00,164.00;154.00,173.00;164.00,173.00"
22,"121.00,159.00;144.00,182.00;134.00,164.00;147.00,168.00;114.00,174.00;132.00,174.00;144.00,176.00"
8,"69.00,98.00"
14,"110.00,99.00;83.00,91.00;97.00,91.00;96.00,101.00;82.00,101.00"
26,"166.00,98.00;179.00,90.00;179.00,100.00"
32,"202.00,95.00;192.00,89.00;193.00,100.00"
16,"95.00,175.00"
20,"144.00,100.00"
21,"146.00,120.00"
27,"148.00,140.00"
29,"164.00,187.00;153.00,192.00"
23,"142.00,194.00"
