patch_id,keypoints
21,"135.00,137.00;134.00,121.00"
15,"110.00,147.00"
28,"155.00,148.00;175.00,179.00;161.00,174.00"
8,"58.00,93.00;71.00,85.00;70.00,98.00"
14,"99.00,95.00;86.00,84.00;86.00,98.00"
26,"159.00,95.00;173.00,84.00;173.00,98.00"
32,"198.00,92.00;187.00,84.00;189.00,98.00"
16,"89.00,179.00;106.00,172.00"
22,"134.00,178.00;121.00,150.00;134.00,152.00;145.00,150.00;123.00,169.00;134.00,171.00;145.00,169.00"
20,"134.00,90.00;134.00,106.00"
29,"161.00,188.00"
23,"147.00,189.00;135.00,189.00"
