patch_id,keypoints
15,"106.00,132.00;87.00,142.00;106.00,116.00;97.00,145.00"
21,"130.00,142.00;119.00,145.00"
8,"42.00,89.00;53.00,83.00;66.00,83.00;66.00,91.00;53.00,92.00"
14,"78.00,90.00;107.00,84.00;107.00,100.00"
20,"139.00,90.00"
26,"177.00,88.00;151.00,82.00;164.00,82.00;165.00,90.00;152.00,91.00"
10,"71.00,169.00"
28,"156.00,170.00"
16,"109.00,170.00;107.00,148.00;85.00,165.00;98.00,162.00;109.00,164.00;110.00,181.00"
22,"120.00,162.00;136.00,165.00;138.00,179.00;121.00,181.00"
