patch_id,keypoints
21,"118.00,129.00;145.00,135.00;119.00,144.00;132.00,139.00"
15,"93.00,135.00;106.00,139.00"
8,"48.00,75.00;62.00,76.00"
14,"89.00,75.00;75.00,76.00"
26,"150.00,75.00;178.00,77.00;164.00,77.00"
32,"191.00,76.00"
10,"69.00,162.00"
28,"167.00,163.00;149.00,158.00;149.00,174.00"
22,"119.00,165.00;119.00,158.00;133.00,155.00;133.00,179.00;119.00,180.00"
19,"119.00,67.00"
20,"118.00,88.00;118.00,108.00"
7,"62.00,71.00"
13,"75.00,70.00"
25,"164.00,71.00;178.00,72.00"
16,"88.00,157.00;104.00,155.00"
