patch_id,keypoints
21,"127.00,111.00;145.00,133.00;117.00,134.00;127.00,135.00;136.00,134.00"
15,"108.00,133.00"
8,"62.00,92.00"
14,"102.00,94.00;75.00,85.00;89.00,84.00;89.00,96.00;74.00,95.00"
26,"156.00,95.00;168.00,85.00;182.00,86.00;183.00,97.00;168.00,97.00"
32,"195.00,94.00"
16,"88.00,169.00;103.00,157.00"
28,"163.00,168.00;150.00,157.00;149.00,176.00"
22,"127.00,160.00;118.00,149.00;127.00,152.00;136.00,149.00;136.00,180.00;126.00,181.00"
20,"130.00,86.00;129.00,94.00;128.00,103.00"
