patch_id,keypoints
27,"151.00,135.00;165.00,146.00;149.00,120.00"
21,"127.00,147.00"
8,"70.00,93.00"
20,"111.00,96.00;144.00,91.00;146.00,105.00"
26,"164.00,96.00;177.00,87.00;178.00,98.00"
32,"204.00,93.00;192.00,87.00;193.00,98.00"
16,"103.00,176.00"
28,"179.00,176.00;148.00,152.00;157.00,149.00;156.00,166.00;167.00,169.00;167.00,184.00"
22,"146.00,174.00;137.00,149.00;121.00,169.00;136.00,165.00;147.00,168.00"
14,"83.00,87.00;97.00,87.00;96.00,98.00;82.00,98.00"
29,"156.00,186.00"
23,"146.00,187.00"
