patch_id,keypoints
21,"140.00,121.00;117.00,143.00;138.00,111.00;128.00,144.00;138.00,144.00;147.00,143.00"
27,"156.00,142.00"
8,"51.00,96.00;66.00,87.00;65.00,103.00"
14,"96.00,99.00;83.00,87.00;82.00,103.00"
26,"158.00,100.00;170.00,88.00;171.00,104.00"
32,"199.00,97.00;186.00,88.00;187.00,104.00"
16,"100.00,178.00"
28,"168.00,177.00;157.00,168.00;158.00,184.00"
22,"139.00,173.00;117.00,168.00;131.00,162.00;139.00,164.00;146.00,162.00"
20,"133.00,91.00;135.00,102.00"
29,"148.00,186.00"
23,"140.00,186.00"
