patch_id,keypoints
21,"113.00,130.00;136.00,139.00;113.00,113.00;114.00,146.00;125.00,143.00"
15,"92.00,139.00;103.00,143.00"
8,"41.00,81.00;54.00,75.00;69.00,74.00;68.00,85.00;53.00,85.00"
14,"83.00,81.00"
20,"146.00,82.00;113.00,81.00;113.00,97.00"
32,"189.00,83.00"
16,"77.00,173.00;91.00,169.00;104.00,166.00"
28,"152.00,172.00"
22,"114.00,173.00;114.00,168.00;124.00,165.00;137.00,168.00;138.00,181.00;125.00,184.00;114.00,184.00"
26,"161.00,75.00;176.00,76.00;176.00,87.00;160.00,86.00"
