patch_id,keypoints
15,"90.00,143.00;91.00,126.00"
16,"77.00,150.00;99.00,176.00;85.00,154.00;94.00,156.00;105.00,153.00;77.00,168.00;89.00,168.00;99.00,170.00"
22,"116.00,151.00;111.00,168.00;131.00,169.00;132.00,183.00"
8,"37.00,96.00;73.00,98.00;48.00,90.00;62.00,90.00;60.00,100.00;48.00,100.00"
20,"131.00,97.00;144.00,91.00;145.00,100.00"
26,"170.00,97.00;158.00,91.00;158.00,100.00"
10,"67.00,170.00"
28,"153.00,169.00"
14,"95.00,92.00;93.00,109.00"
23,"113.00,189.00"
17,"100.00,189.00"
