patch_id,keypoints
15,"110.00,123.00;90.00,139.00;100.00,141.00;110.00,143.00"
21,"130.00,141.00;111.00,111.00;120.00,142.00"
8,"38.00,91.00;50.00,84.00;65.00,83.00;65.00,94.00;50.00,95.00"
14,"80.00,92.00"
20,"142.00,92.00;111.00,86.00;111.00,98.00"
26,"184.00,91.00;157.00,83.00;171.00,83.00;172.00,95.00;157.00,94.00"
10,"65.00,169.00"
28,"151.00,173.00"
16,"107.00,169.00;82.00,162.00;97.00,159.00;107.00,162.00;107.00,181.00"
22,"117.00,160.00;133.00,165.00;133.00,180.00;118.00,181.00"
