patch_id,keypoints
21,"114.00,127.00;136.00,134.00;113.00,143.00;125.00,139.00"
15,"87.00,136.00;99.00,140.00"
2,"34.00,82.00"
14,"76.00,81.00;108.00,75.00;110.00,92.00"
20,"133.00,80.00;112.00,109.00"
26,"174.00,78.00;162.00,80.00;148.00,81.00"
10,"64.00,166.00"
28,"155.00,162.00"
22,"112.00,165.00;112.00,157.00;124.00,154.00;140.00,157.00;140.00,172.00;125.00,178.00;112.00,179.00"
8,"48.00,75.00;62.00,74.00;63.00,83.00;48.00,84.00"
25,"148.00,71.00;161.00,72.00"
16,"84.00,159.00;101.00,155.00"
