patch_id,keypoints
21,"111.00,121.00;134.00,136.00;112.00,139.00;123.00,137.00"
15,"93.00,134.00;102.00,137.00"
8,"49.00,90.00;62.00,85.00;60.00,93.00"
14,"88.00,90.00;75.00,85.00;74.00,93.00"
20,"143.00,90.00;114.00,86.00;113.00,97.00;112.00,109.00"
26,"182.00,89.00;156.00,84.00;170.00,85.00;170.00,93.00;157.00,92.00"
10,"66.00,166.00"
28,"160.00,168.00"
22,"112.00,161.00;112.00,153.00;124.00,151.00;141.00,157.00;141.00,177.00;123.00,181.00"
16,"83.00,156.00;100.00,151.00;110.00,181.00"
