patch_id,keypoints
15,"99.00,141.00;79.00,145.00;100.00,123.00"
21,"129.00,145.00"
8,"40.00,89.00;53.00,83.00;68.00,83.00;67.00,92.00;52.00,92.00"
14,"80.00,90.00;102.00,87.00;101.00,105.00"
20,"136.00,90.00"
26,"177.00,89.00;150.00,82.00;165.00,83.00;165.00,92.00;151.00,92.00"
10,"58.00,164.00"
28,"165.00,164.00"
16,"107.00,173.00;90.00,150.00;103.00,153.00;76.00,165.00;94.00,167.00;107.00,170.00"
22,"116.00,149.00;123.00,167.00;144.00,166.00"
23,"145.00,187.00;123.00,198.00"
17,"107.00,200.00"
