patch_id,keypoints
9,"73.00,145.00"
10,"60.00,151.00;47.00,173.00;68.00,154.00;59.00,171.00;71.00,170.00"
16,"101.00,151.00;81.00,177.00;77.00,157.00;89.00,154.00;81.00,172.00;94.00,170.00"
2,"28.00,97.00"
8,"60.00,99.00;38.00,92.00;50.00,93.00;50.00,100.00;38.00,100.00"
20,"117.00,99.00;129.00,93.00;142.00,94.00;142.00,101.00;129.00,101.00"
26,"154.00,99.00"
22,"133.00,172.00;112.00,171.00"
14,"81.00,94.00"
15,"78.00,111.00;75.00,128.00"
23,"114.00,186.00"
17,"96.00,193.00;82.00,194.00"
